id,course_id,course_raccourci_id,title,credits,periods,details_url,mandatory,bloc_id,formation_id,language,icon
188,5masg50,SG5B,Insertion professionnelle,10,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5masg50,1,bloc_5,electromecanique,FR,Work
189,1bach10,CH1C,Chimie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bach10,1,bloc_1,electronique,FR,Science
190,1baci10,CI1C,Circuits électriques,4,Q1,https://plus.ecam.be/public/fiche/2025/1baci10,1,bloc_1,electronique,FR,Bolt
191,1baem10,EM1C,Electricité et outils mathématiques,5,Q2,https://plus.ecam.be/public/fiche/2025/1baem10,1,bloc_1,electronique,FR,Functions
192,1baic10,IC1L,Informatique et communication,4,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1baic10,1,bloc_1,electronique,FR,Code
193,1bamc10,MC1C,Sciences du mouvement - cinématique,3,Q2,https://plus.ecam.be/public/fiche/2025/1bamc10,1,bloc_1,electronique,FR,Science
194,1bamd10,MD1C,Sciences du mouvement - dynamique,7,Q2,https://plus.ecam.be/public/fiche/2025/1bamd10,1,bloc_1,electronique,FR,Science
195,1bame10,ME1C,Méthodologie scientifique,3,Q1,https://plus.ecam.be/public/fiche/2025/1bame10,1,bloc_1,electronique,FR,Science
196,1bamm10,CM1C,Sciences des matériaux,5,Q2,https://plus.ecam.be/public/fiche/2025/1bamm10,1,bloc_1,electronique,FR,Science
197,1baph10,CP1C,Physique et fluides,3,Q1,https://plus.ecam.be/public/fiche/2025/1baph10,1,bloc_1,electronique,FR,Science
198,1bapi10,PI1B,Projet intégrateur,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1bapi10,1,bloc_1,electronique,FR,Assignment
199,1bapm10,PM1C,Pont vers le supérieur: mathématiques,6,Q1,https://plus.ecam.be/public/fiche/2025/1bapm10,1,bloc_1,electronique,FR,Functions
200,1bast10,ST1C,Stabilité,5,Q1,https://plus.ecam.be/public/fiche/2025/1bast10,1,bloc_1,electronique,FR,Build
201,1bate10,TC1C,Technologie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bate10,1,bloc_1,electronique,FR,Engineering
202,2bach20,CH2C,Chimie du vivant et environnement,6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bach20,1,bloc_2,electronique,FR,Science
203,2badt20,DT2L,Dessin technique,2,Q1,https://plus.ecam.be/public/fiche/2025/2badt20,1,bloc_2,electronique,FR,Build
204,2bael20,EL2C,Electricité,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bael20,1,bloc_2,electronique,FR,Bolt
205,2baeo20,EO2L,Electronique,4,Q1,https://plus.ecam.be/public/fiche/2025/2baeo20,1,bloc_2,electronique,FR,Bolt
206,2bain20,IN2L,Informatique,4,Q1,https://plus.ecam.be/public/fiche/2025/2bain20,1,bloc_2,electronique,FR,Code
207,2bala20,LA2T,Langues,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bala20,1,bloc_2,electronique,FR,Language
208,2bamf20,MF2C,Mécanique des fluides et transfert de chaleur,4,Q2,https://plus.ecam.be/public/fiche/2025/2bamf20,1,bloc_2,electronique,FR,Build
209,2baom20,OM2C,Outils mathématiques,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2baom20,1,bloc_2,electronique,FR,Functions
210,2baph20,PH2C,Ondes. optique et physique moderne,5,Q1,https://plus.ecam.be/public/fiche/2025/2baph20,1,bloc_2,electronique,FR,Science
211,2barm20,RM2C,"Stabilité, déformation et résistance des structures",6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2barm20,1,bloc_2,electronique,FR,Build
212,2bath20,TH2C,Thermodynamique,5,Q1,https://plus.ecam.be/public/fiche/2025/2bath20,1,bloc_2,electronique,FR,Build
213,2batm20,TM2L,Mesures,3,Q2,https://plus.ecam.be/public/fiche/2025/2batm20,1,bloc_2,electronique,FR,Engineering
214,2beea20,EA2C,Electronique appliquée,4,Q2,https://plus.ecam.be/public/fiche/2025/2beea20,1,bloc_2,electronique,FR,Bolt
215,2bepi20,PI2C,Projet informatique,4,Q2,https://plus.ecam.be/public/fiche/2025/2bepi20,1,bloc_2,electronique,FR,Code
216,3base30,EN3T,Comptabilité et entrepreneuriat,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3base30,1,bloc_3,electronique,FR,Work
217,3basg30,SG3B,Stage,10,Q2,https://plus.ecam.be/public/fiche/2025/3basg30,1,bloc_3,electronique,FR,Assignment
218,3beal30,AL3L,Electronic design,5,Q1,https://plus.ecam.be/public/fiche/2025/3beal30,1,bloc_3,electronique,FR,Bolt
219,3bect30,AU3C,Control Theory and applications,3,Q2,https://plus.ecam.be/public/fiche/2025/3bect30,1,bloc_3,electronique,FR,Engineering
220,3beee30,EE3C,Embedded systems,4,Q2,https://plus.ecam.be/public/fiche/2025/3beee30,1,bloc_3,electronique,FR,Engineering
221,3been30,EN3C,Microcontroller and logic design,6,Q1,https://plus.ecam.be/public/fiche/2025/3been30,1,bloc_3,electronique,FR,Assignment
222,3befe30,BE3T,Fundamentals of electrical engineering,3,Q2,https://plus.ecam.be/public/fiche/2025/3befe30,1,bloc_3,electronique,FR,Bolt
223,3bepe30,PE3C,PCB design,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bepe30,1,bloc_3,electronique,FR,Assignment
224,3bepi30,PG3L,Software engineering 2,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bepi30,1,bloc_3,electronique,FR,Code
225,3bepo30,DB3T,Software engineering 1,7,Q1,https://plus.ecam.be/public/fiche/2025/3bepo30,1,bloc_3,electronique,FR,Code
226,3bess30,RA3T,"Signals, systems and telecommunications",5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bess30,1,bloc_3,electronique,FR,Language
227,3betw30,LW3L,Network and web technologies,4,Q1,https://plus.ecam.be/public/fiche/2025/3betw30,1,bloc_3,electronique,FR,Code
228,4eios40,OS4T,Operating Systems,3,Q2,https://plus.ecam.be/public/fiche/2025/4eios40,1,bloc_4,electronique,FR,Code
229,4eoai40,IA4L,Artificial Intelligence,5,Q2,https://plus.ecam.be/public/fiche/2025/4eoai40,1,bloc_4,electronique,FR,Code
230,4eodd40,AL4T,Architecture and software quality,2,Q1,https://plus.ecam.be/public/fiche/2025/4eodd40,1,bloc_4,electronique,FR,Code
231,4eoee40,EE4L,Power Electronics,7,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/4eoee40,1,bloc_4,electronique,FR,Bolt
232,4eoep40,EG4L,Advanced PCB design,4,Q1,https://plus.ecam.be/public/fiche/2025/4eoep40,1,bloc_4,electronique,FR,Assignment
233,4eome40,ME4T,Microelectronics,4,Q2,https://plus.ecam.be/public/fiche/2025/4eome40,1,bloc_4,electronique,FR,Bolt
234,4eope40,EP4L,Embedded Project,9,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/4eope40,1,bloc_4,electronique,FR,Assignment
235,4eore40,BS4T,Computer Networks,5,Q1,https://plus.ecam.be/public/fiche/2025/4eore40,1,bloc_4,electronique,FR,Share
236,4eosd40,SD4L,System on Chip,5,Q2,https://plus.ecam.be/public/fiche/2025/4eosd40,1,bloc_4,electronique,FR,Engineering
237,4eosi40,SI4C,Hardware Testing Processes,2,Q1,https://plus.ecam.be/public/fiche/2025/4eosi40,1,bloc_4,electronique,FR,Engineering
238,4eote40,TC4T,Telecommunications,5,Q2,https://plus.ecam.be/public/fiche/2025/4eote40,1,bloc_4,electronique,FR,Language
239,4eoti40,TI4L,Computer vision,3,Q1,https://plus.ecam.be/public/fiche/2025/4eoti40,1,bloc_4,electronique,FR,Code
240,4mage40,GA4T,Gestion,6,Q1,https://plus.ecam.be/public/fiche/2025/4mage40,1,bloc_4,electronique,FR,Work
241,5eobm50,BM5T,Biodiversity Monitoring Project,4,Q1,https://plus.ecam.be/public/fiche/2025/5eobm50,1,bloc_5,electronique,FR,Science
242,5eoee50,EE5T,Ethical Electronics & Informatics,3,Q1,https://plus.ecam.be/public/fiche/2025/5eoee50,1,bloc_5,electronique,FR,Code
243,5eoes50,ES5T,Embedded Security Project,4,Q1,https://plus.ecam.be/public/fiche/2025/5eoes50,1,bloc_5,electronique,FR,Lock
244,5eohf50,HF5B,High Frequency Circuit Design,9,Q1,https://plus.ecam.be/public/fiche/2025/5eohf50,1,bloc_5,electronique,FR,Bolt
245,5eotf50,TF5B,Travail de fin d'études,20,Q2,https://plus.ecam.be/public/fiche/2025/5eotf50,1,bloc_5,electronique,FR,Code
246,5magf50,GF5T,Gestion et stratégie financière,4,Q2,https://plus.ecam.be/public/fiche/2025/5magf50,1,bloc_5,electronique,FR,Work
247,5magi50,GI5T,Economie,4,Q2,https://plus.ecam.be/public/fiche/2025/5magi50,1,bloc_5,electronique,FR,Work
248,5mala50,LA5T,Langues,2,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5mala50,1,bloc_5,electronique,FR,Language
249,5masg50,SG5B,Insertion professionnelle,10,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5masg50,1,bloc_5,electronique,FR,Work
250,1bach10,CH1C,Chimie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bach10,1,bloc_1,geometre,FR,Science
251,1baci10,CI1C,Circuits électriques,4,Q1,https://plus.ecam.be/public/fiche/2025/1baci10,1,bloc_1,geometre,FR,Bolt
252,1baem10,EM1C,Electricité et outils mathématiques,5,Q2,https://plus.ecam.be/public/fiche/2025/1baem10,1,bloc_1,geometre,FR,Functions
253,1baic10,IC1L,Informatique et communication,4,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1baic10,1,bloc_1,geometre,FR,Code
254,1bamc10,MC1C,Sciences du mouvement - cinématique,3,Q2,https://plus.ecam.be/public/fiche/2025/1bamc10,1,bloc_1,geometre,FR,Science
255,1bamd10,MD1C,Sciences du mouvement - dynamique,7,Q2,https://plus.ecam.be/public/fiche/2025/1bamd10,1,bloc_1,geometre,FR,Science
256,1bame10,ME1C,Méthodologie scientifique,3,Q1,https://plus.ecam.be/public/fiche/2025/1bame10,1,bloc_1,geometre,FR,Science
257,1bamm10,CM1C,Sciences des matériaux,5,Q2,https://plus.ecam.be/public/fiche/2025/1bamm10,1,bloc_1,geometre,FR,Science
258,1baph10,CP1C,Physique et fluides,3,Q1,https://plus.ecam.be/public/fiche/2025/1baph10,1,bloc_1,geometre,FR,Science
259,1bapi10,PI1B,Projet intégrateur,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1bapi10,1,bloc_1,geometre,FR,Assignment
260,1bapm10,PM1C,Pont vers le supérieur: mathématiques,6,Q1,https://plus.ecam.be/public/fiche/2025/1bapm10,1,bloc_1,geometre,FR,Functions
261,1bast10,ST1C,Stabilité,5,Q1,https://plus.ecam.be/public/fiche/2025/1bast10,1,bloc_1,geometre,FR,Build
262,1bate10,TC1C,Technologie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bate10,1,bloc_1,geometre,FR,Engineering
263,2bach20,CH2C,Chimie du vivant et environnement,6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bach20,1,bloc_2,geometre,FR,Science
264,2badt20,DT2L,Dessin technique,2,Q1,https://plus.ecam.be/public/fiche/2025/2badt20,1,bloc_2,geometre,FR,Build
265,2bael20,EL2C,Electricité,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bael20,1,bloc_2,geometre,FR,Bolt
266,2baeo20,EO2L,Electronique,4,Q1,https://plus.ecam.be/public/fiche/2025/2baeo20,1,bloc_2,geometre,FR,Bolt
267,2bain20,IN2L,Informatique,4,Q1,https://plus.ecam.be/public/fiche/2025/2bain20,1,bloc_2,geometre,FR,Code
268,2bala20,LA2T,Langues,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bala20,1,bloc_2,geometre,FR,Language
269,2bamf20,MF2C,Mécanique des fluides et transfert de chaleur,4,Q2,https://plus.ecam.be/public/fiche/2025/2bamf20,1,bloc_2,geometre,FR,Build
270,2baom20,OM2C,Outils mathématiques,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2baom20,1,bloc_2,geometre,FR,Functions
271,2baph20,PH2C,Ondes. optique et physique moderne,5,Q1,https://plus.ecam.be/public/fiche/2025/2baph20,1,bloc_2,geometre,FR,Science
272,2barm20,RM2C,"Stabilité, déformation et résistance des structures",6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2barm20,1,bloc_2,geometre,FR,Build
273,2bath20,TH2C,Thermodynamique,5,Q1,https://plus.ecam.be/public/fiche/2025/2bath20,1,bloc_2,geometre,FR,Build
274,2batm20,TM2L,Mesures,3,Q2,https://plus.ecam.be/public/fiche/2025/2batm20,1,bloc_2,geometre,FR,Engineering
275,2bcpc20,PC2B,Projet construction,4,Q2,https://plus.ecam.be/public/fiche/2025/2bcpc20,1,bloc_2,geometre,FR,Assignment
276,2bctc20,TB2T,Technologie des matériaux,4,Q2,https://plus.ecam.be/public/fiche/2025/2bctc20,1,bloc_2,geometre,FR,Engineering
277,3base30,EN3T,Comptabilité et entrepreneuriat,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3base30,1,bloc_3,geometre,FR,Work
278,3basg30,SG3B,Stage,10,Q2,https://plus.ecam.be/public/fiche/2025/3basg30,1,bloc_3,geometre,FR,Assignment
279,3bcba30,BA3C,Béton armé,4,Q1,https://plus.ecam.be/public/fiche/2025/3bcba30,1,bloc_3,geometre,FR,Build
280,3bcbe30,BE3B,Bureau d'études,7,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bcbe30,1,bloc_3,geometre,FR,Engineering
281,3bcbo30,BO3C,Construction bois,4,Q2,https://plus.ecam.be/public/fiche/2025/3bcbo30,1,bloc_3,geometre,FR,Build
282,3bccm30,CM3C,Constructions métalliques,4,Q1,https://plus.ecam.be/public/fiche/2025/3bccm30,1,bloc_3,geometre,FR,Build
283,3bcfo30,FO3T,Fondations superficielles,3,Q2,https://plus.ecam.be/public/fiche/2025/3bcfo30,1,bloc_3,geometre,FR,Build
284,3bcgc30,GC3T,Gestion et technique de chantier,3,Q2,https://plus.ecam.be/public/fiche/2025/3bcgc30,1,bloc_3,geometre,FR,Work
285,3bcgo30,GO3C,Projet de physique et gros-oeuvre du bâtiment,4,Q1,https://plus.ecam.be/public/fiche/2025/3bcgo30,1,bloc_3,geometre,FR,Science
286,3bcms30,MS3C,Mécanique des sols,4,Q1,https://plus.ecam.be/public/fiche/2025/3bcms30,1,bloc_3,geometre,FR,Build
287,3bcod30,OD3T,Eléments de structures,5,Q1,https://plus.ecam.be/public/fiche/2025/3bcod30,1,bloc_3,geometre,FR,Build
288,3bctp30,TP3C,Topographie,4,Q1,https://plus.ecam.be/public/fiche/2025/3bctp30,1,bloc_3,geometre,FR,Build
289,3bmsi30,SI3B,Système d’information,3,Q2,https://plus.ecam.be/public/fiche/2025/3bmsi30,1,bloc_3,geometre,FR,Code
290,1bach10,CH1C,Chimie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bach10,1,bloc_1,informatique,FR,Science
291,1baci10,CI1C,Circuits électriques,4,Q1,https://plus.ecam.be/public/fiche/2025/1baci10,1,bloc_1,informatique,FR,Bolt
292,1baem10,EM1C,Electricité et outils mathématiques,5,Q2,https://plus.ecam.be/public/fiche/2025/1baem10,1,bloc_1,informatique,FR,Functions
293,1baic10,IC1L,Informatique et communication,4,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1baic10,1,bloc_1,informatique,FR,Code
294,1bamc10,MC1C,Sciences du mouvement - cinématique,3,Q2,https://plus.ecam.be/public/fiche/2025/1bamc10,1,bloc_1,informatique,FR,Science
295,1bamd10,MD1C,Sciences du mouvement - dynamique,7,Q2,https://plus.ecam.be/public/fiche/2025/1bamd10,1,bloc_1,informatique,FR,Science
296,1bame10,ME1C,Méthodologie scientifique,3,Q1,https://plus.ecam.be/public/fiche/2025/1bame10,1,bloc_1,informatique,FR,Science
297,1bamm10,CM1C,Sciences des matériaux,5,Q2,https://plus.ecam.be/public/fiche/2025/1bamm10,1,bloc_1,informatique,FR,Science
298,1baph10,CP1C,Physique et fluides,3,Q1,https://plus.ecam.be/public/fiche/2025/1baph10,1,bloc_1,informatique,FR,Science
299,1bapi10,PI1B,Projet intégrateur,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1bapi10,1,bloc_1,informatique,FR,Assignment
300,1bapm10,PM1C,Pont vers le supérieur: mathématiques,6,Q1,https://plus.ecam.be/public/fiche/2025/1bapm10,1,bloc_1,informatique,FR,Functions
301,1bast10,ST1C,Stabilité,5,Q1,https://plus.ecam.be/public/fiche/2025/1bast10,1,bloc_1,informatique,FR,Build
302,1bate10,TC1C,Technologie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bate10,1,bloc_1,informatique,FR,Engineering
303,2bach20,CH2C,Chimie du vivant et environnement,6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bach20,1,bloc_2,informatique,FR,Science
304,2badt20,DT2L,Dessin technique,2,Q1,https://plus.ecam.be/public/fiche/2025/2badt20,1,bloc_2,informatique,FR,Build
305,2bael20,EL2C,Electricité,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bael20,1,bloc_2,informatique,FR,Bolt
306,2baeo20,EO2L,Electronique,4,Q1,https://plus.ecam.be/public/fiche/2025/2baeo20,1,bloc_2,informatique,FR,Bolt
307,2bain20,IN2L,Informatique,4,Q1,https://plus.ecam.be/public/fiche/2025/2bain20,1,bloc_2,informatique,FR,Code
308,2bala20,LA2T,Langues,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bala20,1,bloc_2,informatique,FR,Language
309,2bamf20,MF2C,Mécanique des fluides et transfert de chaleur,4,Q2,https://plus.ecam.be/public/fiche/2025/2bamf20,1,bloc_2,informatique,FR,Build
310,2baom20,OM2C,Outils mathématiques,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2baom20,1,bloc_2,informatique,FR,Functions
311,2baph20,PH2C,Ondes. optique et physique moderne,5,Q1,https://plus.ecam.be/public/fiche/2025/2baph20,1,bloc_2,informatique,FR,Science
312,2barm20,RM2C,"Stabilité, déformation et résistance des structures",6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2barm20,1,bloc_2,informatique,FR,Build
313,2bath20,TH2C,Thermodynamique,5,Q1,https://plus.ecam.be/public/fiche/2025/2bath20,1,bloc_2,informatique,FR,Build
314,2batm20,TM2L,Mesures,3,Q2,https://plus.ecam.be/public/fiche/2025/2batm20,1,bloc_2,informatique,FR,Engineering
315,2beea20,EA2C,Electronique appliquée,4,Q2,https://plus.ecam.be/public/fiche/2025/2beea20,1,bloc_2,informatique,FR,Bolt
316,2bepi20,PI2C,Projet informatique,4,Q2,https://plus.ecam.be/public/fiche/2025/2bepi20,1,bloc_2,informatique,FR,Code
317,3base30,EN3T,Comptabilité et entrepreneuriat,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3base30,1,bloc_3,informatique,FR,Work
318,3basg30,SG3B,Stage,10,Q2,https://plus.ecam.be/public/fiche/2025/3basg30,1,bloc_3,informatique,FR,Assignment
319,3beal30,AL3L,Electronic design,5,Q1,https://plus.ecam.be/public/fiche/2025/3beal30,1,bloc_3,informatique,FR,Bolt
320,3bect30,AU3C,Control Theory and applications,3,Q2,https://plus.ecam.be/public/fiche/2025/3bect30,1,bloc_3,informatique,FR,Engineering
321,3beee30,EE3C,Embedded systems,4,Q2,https://plus.ecam.be/public/fiche/2025/3beee30,1,bloc_3,informatique,FR,Engineering
322,3been30,EN3C,Microcontroller and logic design,6,Q1,https://plus.ecam.be/public/fiche/2025/3been30,1,bloc_3,informatique,FR,Assignment
323,3befe30,BE3T,Fundamentals of electrical engineering,3,Q2,https://plus.ecam.be/public/fiche/2025/3befe30,1,bloc_3,informatique,FR,Bolt
324,3bepe30,PE3C,PCB design,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bepe30,1,bloc_3,informatique,FR,Assignment
325,3bepi30,PG3L,Software engineering 2,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bepi30,1,bloc_3,informatique,FR,Code
326,3bepo30,DB3T,Software engineering 1,7,Q1,https://plus.ecam.be/public/fiche/2025/3bepo30,1,bloc_3,informatique,FR,Code
327,3bess30,RA3T,"Signals, systems and telecommunications",5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bess30,1,bloc_3,informatique,FR,Language
328,3betw30,LW3L,Network and web technologies,4,Q1,https://plus.ecam.be/public/fiche/2025/3betw30,1,bloc_3,informatique,FR,Code
329,4eiai40,IA4L,Artificial Intelligence,6,Q2,https://plus.ecam.be/public/fiche/2025/4eiai40,1,bloc_4,informatique,FR,Code
330,4eial40,AL4T,Architecture and software quality,4,Q1,https://plus.ecam.be/public/fiche/2025/4eial40,1,bloc_4,informatique,FR,Code
331,4eiam40,AM4L,Mobile development,3,Q2,https://plus.ecam.be/public/fiche/2025/4eiam40,1,bloc_4,informatique,FR,PhoneIphone
332,4eiaw40,AW4L,Web Architecture,4,Q2,https://plus.ecam.be/public/fiche/2025/4eiaw40,1,bloc_4,informatique,FR,Code
333,4eidb40,DB4L,Database management system,4,Q1,https://plus.ecam.be/public/fiche/2025/4eidb40,1,bloc_4,informatique,FR,Work
334,4einm40,IR4C,Network management,5,Q2,https://plus.ecam.be/public/fiche/2025/4einm40,1,bloc_4,informatique,FR,Share
335,4eios40,OS4T,Operating Systems,3,Q2,https://plus.ecam.be/public/fiche/2025/4eios40,1,bloc_4,informatique,FR,Code
336,4eisa40,SA4L,GPU computing,6,Q1,https://plus.ecam.be/public/fiche/2025/4eisa40,1,bloc_4,informatique,FR,Code
337,4eisd40,SD4L,System on chip,3,Q2,https://plus.ecam.be/public/fiche/2025/4eisd40,1,bloc_4,informatique,FR,Engineering
338,4eope40,EP4L,Embedded Project,9,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/4eope40,1,bloc_4,informatique,FR,Assignment
339,4eore40,BS4T,Computer Networks,5,Q1,https://plus.ecam.be/public/fiche/2025/4eore40,1,bloc_4,informatique,FR,Share
340,4eosi40,SI4C,Hardware Testing Processes,2,Q1,https://plus.ecam.be/public/fiche/2025/4eosi40,1,bloc_4,informatique,FR,Engineering
341,4mage40,GA4T,Gestion,6,Q1,https://plus.ecam.be/public/fiche/2025/4mage40,1,bloc_4,informatique,FR,Work
342,5eiad50,AD5L,Distributed Systems Project,4,Q1,https://plus.ecam.be/public/fiche/2025/5eiad50,1,bloc_5,informatique,FR,Assignment
343,5eiai50,AI5C,Artificial Intelligence project,4,Q1,https://plus.ecam.be/public/fiche/2025/5eiai50,1,bloc_5,informatique,FR,Code
344,5eidc50,DC5C,Data center,3,Q1,https://plus.ecam.be/public/fiche/2025/5eidc50,1,bloc_5,informatique,FR,Storage
345,5eilw50,LW5T,Software licences and GDPR,2,Q1,https://plus.ecam.be/public/fiche/2025/5eilw50,1,bloc_5,informatique,FR,Code
346,5eisd50,SD5T,Computer security,4,Q1,https://plus.ecam.be/public/fiche/2025/5eisd50,1,bloc_5,informatique,FR,Lock
347,5eitf50,TF5B,Travail de fin d'études,20,Q2,https://plus.ecam.be/public/fiche/2025/5eitf50,1,bloc_5,informatique,FR,Code
348,5eoee50,EE5T,Ethical Electronics & Informatics,3,Q1,https://plus.ecam.be/public/fiche/2025/5eoee50,1,bloc_5,informatique,FR,Code
349,5magf50,GF5T,Gestion et stratégie financière,4,Q2,https://plus.ecam.be/public/fiche/2025/5magf50,1,bloc_5,informatique,FR,Work
350,5magi50,GI5T,Economie,4,Q2,https://plus.ecam.be/public/fiche/2025/5magi50,1,bloc_5,informatique,FR,Work
351,5mala50,LA5T,Langues,2,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5mala50,1,bloc_5,informatique,FR,Language
352,5masg50,SG5B,Insertion professionnelle,10,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5masg50,1,bloc_5,informatique,FR,Work
353,1bach10,CH1C,Chimie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bach10,1,bloc_1,ingenierie_sante,FR,Science
354,1baci10,CI1C,Circuits électriques,4,Q1,https://plus.ecam.be/public/fiche/2025/1baci10,1,bloc_1,ingenierie_sante,FR,Bolt
355,1baem10,EM1C,Electricité et outils mathématiques,5,Q2,https://plus.ecam.be/public/fiche/2025/1baem10,1,bloc_1,ingenierie_sante,FR,Functions
356,1baic10,IC1L,Informatique et communication,4,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1baic10,1,bloc_1,ingenierie_sante,FR,Code
357,1bamc10,MC1C,Sciences du mouvement - cinématique,3,Q2,https://plus.ecam.be/public/fiche/2025/1bamc10,1,bloc_1,ingenierie_sante,FR,Science
358,1bamd10,MD1C,Sciences du mouvement - dynamique,7,Q2,https://plus.ecam.be/public/fiche/2025/1bamd10,1,bloc_1,ingenierie_sante,FR,Science
359,1bame10,ME1C,Méthodologie scientifique,3,Q1,https://plus.ecam.be/public/fiche/2025/1bame10,1,bloc_1,ingenierie_sante,FR,Science
360,1bamm10,CM1C,Sciences des matériaux,5,Q2,https://plus.ecam.be/public/fiche/2025/1bamm10,1,bloc_1,ingenierie_sante,FR,Science
361,1baph10,CP1C,Physique et fluides,3,Q1,https://plus.ecam.be/public/fiche/2025/1baph10,1,bloc_1,ingenierie_sante,FR,Science
362,1bapi10,PI1B,Projet intégrateur,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/1bapi10,1,bloc_1,ingenierie_sante,FR,Assignment
363,1bapm10,PM1C,Pont vers le supérieur: mathématiques,6,Q1,https://plus.ecam.be/public/fiche/2025/1bapm10,1,bloc_1,ingenierie_sante,FR,Functions
364,1bast10,ST1C,Stabilité,5,Q1,https://plus.ecam.be/public/fiche/2025/1bast10,1,bloc_1,ingenierie_sante,FR,Build
365,1bate10,TC1C,Technologie,5,Q1,https://plus.ecam.be/public/fiche/2025/1bate10,1,bloc_1,ingenierie_sante,FR,Engineering
366,2bach20,CH2C,Chimie du vivant et environnement,6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bach20,1,bloc_2,ingenierie_sante,FR,Science
367,2badt20,DT2L,Dessin technique,2,Q1,https://plus.ecam.be/public/fiche/2025/2badt20,1,bloc_2,ingenierie_sante,FR,Build
368,2bael20,EL2C,Electricité,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bael20,1,bloc_2,ingenierie_sante,FR,Bolt
369,2baeo20,EO2L,Electronique,4,Q1,https://plus.ecam.be/public/fiche/2025/2baeo20,1,bloc_2,ingenierie_sante,FR,Bolt
370,2bain20,IN2L,Informatique,4,Q1,https://plus.ecam.be/public/fiche/2025/2bain20,1,bloc_2,ingenierie_sante,FR,Code
371,2bala20,LA2T,Langues,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2bala20,1,bloc_2,ingenierie_sante,FR,Language
372,2bamf20,MF2C,Mécanique des fluides et transfert de chaleur,4,Q2,https://plus.ecam.be/public/fiche/2025/2bamf20,1,bloc_2,ingenierie_sante,FR,Build
373,2baom20,OM2C,Outils mathématiques,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2baom20,1,bloc_2,ingenierie_sante,FR,Functions
374,2baph20,PH2C,Ondes. optique et physique moderne,5,Q1,https://plus.ecam.be/public/fiche/2025/2baph20,1,bloc_2,ingenierie_sante,FR,Science
375,2barm20,RM2C,"Stabilité, déformation et résistance des structures",6,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/2barm20,1,bloc_2,ingenierie_sante,FR,Build
376,2bath20,TH2C,Thermodynamique,5,Q1,https://plus.ecam.be/public/fiche/2025/2bath20,1,bloc_2,ingenierie_sante,FR,Build
